frame.time,ip.src,ip.dst,_ws.col.protocol,frame.len,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
"Aug 31, 2025 20:03:11.509842704 EDT","192.168.64.8","23.215.0.136","TCP","66","49656","443",,
"Aug 31, 2025 20:03:11.509866037 EDT","192.168.64.8","23.215.0.136","TLSv1.2","97","49656","443",,
"Aug 31, 2025 20:03:11.509915120 EDT","192.168.64.8","104.18.4.159","TLSv1.3","97","55222","443",,
"Aug 31, 2025 20:03:11.509949620 EDT","192.168.64.8","104.18.4.159","TLSv1.3","97","55206","443",,
"Aug 31, 2025 20:03:11.513717143 EDT","23.215.0.136","192.168.64.8","TLSv1.2","256","443","49656",,
"Aug 31, 2025 20:03:11.513717185 EDT","23.215.0.136","192.168.64.8","TLSv1.2","97","443","49656",,
"Aug 31, 2025 20:03:11.513717226 EDT","23.215.0.136","192.168.64.8","TCP","66","443","49678",,
"Aug 31, 2025 20:03:11.513849892 EDT","192.168.64.8","23.215.0.136","TCP","66","49656","443",,
"Aug 31, 2025 20:03:11.513895725 EDT","192.168.64.8","23.215.0.136","TLSv1.2","114","49656","443",,
"Aug 31, 2025 20:03:11.513986100 EDT","192.168.64.8","23.215.0.136","TLSv1.2","90","49656","443",,
"Aug 31, 2025 20:03:11.514434389 EDT","192.168.64.8","23.215.0.136","TCP","66","49656","443",,
"Aug 31, 2025 20:03:11.522392391 EDT","23.215.0.136","192.168.64.8","TLSv1.2","353","443","49678",,
"Aug 31, 2025 20:03:11.522392516 EDT","23.215.0.136","192.168.64.8","TLSv1.2","369","443","49678",,
"Aug 31, 2025 20:03:11.522392558 EDT","23.215.0.136","192.168.64.8","TCP","66","443","49678",,
"Aug 31, 2025 20:03:11.522522182 EDT","192.168.64.8","23.215.0.136","TCP","66","49678","443",,
"Aug 31, 2025 20:03:11.529558105 EDT","23.215.0.136","192.168.64.8","TCP","66","443","49640",,
"Aug 31, 2025 20:03:11.529558147 EDT","23.215.0.136","192.168.64.8","TLSv1.2","90","443","49640",,
"Aug 31, 2025 20:03:11.529558147 EDT","23.215.0.136","192.168.64.8","TCP","66","443","49640",,
"Aug 31, 2025 20:03:11.529574522 EDT","192.168.64.8","23.215.0.136","TCP","54","49640","443",,
"Aug 31, 2025 20:03:11.529588522 EDT","192.168.64.8","23.215.0.136","TCP","54","49640","443",,
"Aug 31, 2025 20:03:11.536372821 EDT","23.215.0.136","192.168.64.8","TCP","66","443","49640",,
"Aug 31, 2025 20:03:11.536372863 EDT","23.215.0.136","192.168.64.8","TCP","66","443","49666",,
"Aug 31, 2025 20:03:11.536378613 EDT","192.168.64.8","23.215.0.136","TCP","54","49640","443",,
"Aug 31, 2025 20:03:11.542907205 EDT","23.215.0.136","192.168.64.8","TLSv1.2","90","443","49666",,
"Aug 31, 2025 20:03:11.542907413 EDT","23.215.0.136","192.168.64.8","TCP","66","443","49666",,
"Aug 31, 2025 20:03:11.542907413 EDT","23.215.0.136","192.168.64.8","TLSv1.2","127","443","49678",,
"Aug 31, 2025 20:03:11.542907455 EDT","23.215.0.136","192.168.64.8","TLSv1.2","97","443","49678",,
"Aug 31, 2025 20:03:11.542907455 EDT","23.215.0.136","192.168.64.8","TLSv1.2","256","443","49678",,
"Aug 31, 2025 20:03:11.542907496 EDT","23.215.0.136","192.168.64.8","TLSv1.2","97","443","49678",,
"Aug 31, 2025 20:03:11.542912746 EDT","192.168.64.8","23.215.0.136","TCP","54","49666","443",,
"Aug 31, 2025 20:03:11.542929038 EDT","192.168.64.8","23.215.0.136","TCP","54","49666","443",,
"Aug 31, 2025 20:03:11.543248161 EDT","192.168.64.8","23.215.0.136","TCP","66","49678","443",,
"Aug 31, 2025 20:03:11.543268328 EDT","192.168.64.8","23.215.0.136","TLSv1.2","97","49678","443",,
"Aug 31, 2025 20:03:11.543313036 EDT","192.168.64.8","23.215.0.136","TLSv1.2","114","49678","443",,
"Aug 31, 2025 20:03:11.543384161 EDT","192.168.64.8","23.215.0.136","TLSv1.2","90","49678","443",,
"Aug 31, 2025 20:03:11.543834658 EDT","192.168.64.8","23.215.0.136","TCP","66","49678","443",,
"Aug 31, 2025 20:03:11.547360599 EDT","23.215.0.136","192.168.64.8","TCP","66","443","49656",,
"Aug 31, 2025 20:03:11.551985951 EDT","192.168.64.8","104.18.4.159","TCP","66","55228","443",,
"Aug 31, 2025 20:03:11.553862066 EDT","23.215.0.136","192.168.64.8","TLSv1.2","90","443","49656",,
"Aug 31, 2025 20:03:11.553862108 EDT","23.215.0.136","192.168.64.8","TCP","66","443","49656",,
"Aug 31, 2025 20:03:11.553870566 EDT","192.168.64.8","23.215.0.136","TCP","54","49656","443",,
"Aug 31, 2025 20:03:11.553877066 EDT","192.168.64.8","23.215.0.136","TCP","54","49656","443",,
"Aug 31, 2025 20:03:11.584961869 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55242",,
"Aug 31, 2025 20:03:11.594504238 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55252",,
"Aug 31, 2025 20:03:11.594504279 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55228",,
"Aug 31, 2025 20:03:11.602749488 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55222",,
"Aug 31, 2025 20:03:11.602749530 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55206",,
"Aug 31, 2025 20:03:11.609006915 EDT","23.215.0.136","192.168.64.8","TCP","66","443","49678",,
"Aug 31, 2025 20:03:11.633356793 EDT","23.215.0.136","192.168.64.8","TLSv1.2","90","443","49678",,
"Aug 31, 2025 20:03:11.633356834 EDT","23.215.0.136","192.168.64.8","TCP","66","443","49678",,
"Aug 31, 2025 20:03:11.633367126 EDT","192.168.64.8","23.215.0.136","TCP","54","49678","443",,
"Aug 31, 2025 20:03:11.633382001 EDT","192.168.64.8","23.215.0.136","TCP","54","49678","443",,
"Aug 31, 2025 20:03:11.650154458 EDT","104.18.4.159","192.168.64.8","TLSv1.3","336","443","55252",,
"Aug 31, 2025 20:03:11.650390999 EDT","192.168.64.8","104.18.4.159","TLSv1.3","114","55252","443",,
"Aug 31, 2025 20:03:11.650512207 EDT","192.168.64.8","104.18.4.159","TLSv1.3","90","55252","443",,
"Aug 31, 2025 20:03:11.651054204 EDT","192.168.64.8","104.18.4.159","TCP","66","55252","443",,
"Aug 31, 2025 20:03:11.658295667 EDT","104.18.4.159","192.168.64.8","TLSv1.3","336","443","55222",,
"Aug 31, 2025 20:03:11.658448375 EDT","192.168.64.8","104.18.4.159","TLSv1.3","114","55222","443",,
"Aug 31, 2025 20:03:11.658556124 EDT","192.168.64.8","104.18.4.159","TLSv1.3","90","55222","443",,
"Aug 31, 2025 20:03:11.659178788 EDT","192.168.64.8","104.18.4.159","TCP","66","55222","443",,
"Aug 31, 2025 20:03:11.678897897 EDT","104.18.4.159","192.168.64.8","TLSv1.3","336","443","55242",,
"Aug 31, 2025 20:03:11.678898022 EDT","104.18.4.159","192.168.64.8","TLSv1.3","336","443","55228",,
"Aug 31, 2025 20:03:11.678931939 EDT","192.168.64.8","104.18.4.159","TCP","66","55228","443",,
"Aug 31, 2025 20:03:11.679215354 EDT","192.168.64.8","104.18.4.159","TLSv1.3","114","55228","443",,
"Aug 31, 2025 20:03:11.679222271 EDT","192.168.64.8","104.18.4.159","TLSv1.3","114","55242","443",,
"Aug 31, 2025 20:03:11.679339270 EDT","192.168.64.8","104.18.4.159","TLSv1.3","90","55242","443",,
"Aug 31, 2025 20:03:11.679350645 EDT","192.168.64.8","104.18.4.159","TLSv1.3","90","55228","443",,
"Aug 31, 2025 20:03:11.680003725 EDT","192.168.64.8","104.18.4.159","TCP","66","55242","443",,
"Aug 31, 2025 20:03:11.680221432 EDT","192.168.64.8","104.18.4.159","TCP","66","55228","443",,
"Aug 31, 2025 20:03:11.703174984 EDT","104.18.4.159","192.168.64.8","TLSv1.3","336","443","55206",,
"Aug 31, 2025 20:03:11.703175276 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55252",,
"Aug 31, 2025 20:03:11.703175276 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55252",,
"Aug 31, 2025 20:03:11.703175317 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55252",,
"Aug 31, 2025 20:03:11.703218775 EDT","192.168.64.8","104.18.4.159","TCP","66","55252","443",,
"Aug 31, 2025 20:03:11.703434566 EDT","192.168.64.8","104.18.4.159","TLSv1.3","114","55206","443",,
"Aug 31, 2025 20:03:11.703526399 EDT","192.168.64.8","104.18.4.159","TLSv1.3","90","55206","443",,
"Aug 31, 2025 20:03:11.704054729 EDT","192.168.64.8","104.18.4.159","TCP","66","55206","443",,
"Aug 31, 2025 20:03:11.711175860 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55222",,
"Aug 31, 2025 20:03:11.711176027 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55222",,
"Aug 31, 2025 20:03:11.711176069 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55222",,
"Aug 31, 2025 20:03:11.711298235 EDT","192.168.64.8","104.18.4.159","TCP","66","55222","443",,
"Aug 31, 2025 20:03:11.719153904 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:11.732315379 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55242",,
"Aug 31, 2025 20:03:11.732315421 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55242",,
"Aug 31, 2025 20:03:11.732315421 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55242",,
"Aug 31, 2025 20:03:11.732315463 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55228",,
"Aug 31, 2025 20:03:11.732315504 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55228",,
"Aug 31, 2025 20:03:11.732315504 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55228",,
"Aug 31, 2025 20:03:11.732453962 EDT","192.168.64.8","104.18.4.159","TCP","66","55242","443",,
"Aug 31, 2025 20:03:11.732467004 EDT","192.168.64.8","104.18.4.159","TCP","66","55228","443",,
"Aug 31, 2025 20:03:11.748384174 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:11.762773977 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55206",,
"Aug 31, 2025 20:03:11.762774018 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55206",,
"Aug 31, 2025 20:03:11.762774060 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55206",,
"Aug 31, 2025 20:03:11.762774102 EDT","104.18.4.159","192.168.64.8","TCP","66","443","55206",,
"Aug 31, 2025 20:03:11.762789851 EDT","192.168.64.8","104.18.4.159","TCP","66","55206","443",,
"Aug 31, 2025 20:03:12.725320232 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:12.744965507 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:13.732970539 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:13.750869739 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:14.738800719 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:14.761506768 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:15.748353197 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:15.793055421 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:15.958275056 EDT",,,"ICMPv6","86",,,,
"Aug 31, 2025 20:03:15.959030511 EDT",,,"ICMPv6","78",,,,
"Aug 31, 2025 20:03:16.755962217 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:16.781402374 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:17.765044047 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:17.785811394 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:18.771916334 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:18.791749893 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:19.777041118 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:19.800238867 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:20.329552340 EDT",,,"ICMPv6","86",,,,
"Aug 31, 2025 20:03:20.329637423 EDT",,,"ICMPv6","78",,,,
"Aug 31, 2025 20:03:20.786137369 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:20.811286522 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:21.795840441 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:21.812990804 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:22.806239117 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:22.823226356 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:23.812731430 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:23.838188952 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:24.819778354 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:24.837147630 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:25.827800093 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:25.848322808 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:26.838126976 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:26.865274359 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:27.843432631 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:27.874643198 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:28.852967086 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:28.889918325 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:29.862542524 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:29.878523178 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:30.870055255 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:30.894590191 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:31.879034676 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:31.904571188 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:32.886241267 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:32.908784295 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:33.892157852 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:33.909120789 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:34.901051578 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:34.925332718 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:35.910285585 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:35.926341859 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:36.916108772 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:36.937288846 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:37.922010618 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:37.947948286 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:38.929313442 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:38.955140442 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:39.934319190 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:39.954105978 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:40.939918343 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:40.962630403 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:41.950408831 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:41.970111201 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:42.957896746 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:42.976969495 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:43.965501320 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:43.984807816 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:44.973651257 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:45.000935741 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:45.143270237 EDT",,,"ARP","42",,,,
"Aug 31, 2025 20:03:45.144014065 EDT",,,"ARP","42",,,,
"Aug 31, 2025 20:03:45.589863507 EDT",,,"ICMPv6","142",,,,
"Aug 31, 2025 20:03:45.600356936 EDT",,,"ICMPv6","110",,,,
"Aug 31, 2025 20:03:45.831493372 EDT",,,"ICMPv6","110",,,,
"Aug 31, 2025 20:03:45.982010812 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:46.003571374 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:46.989526364 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:47.010159640 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:47.995655378 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:48.022025113 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:49.001250847 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:49.022555117 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:50.006740936 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:50.031832761 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:51.013783550 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:51.032947706 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:52.019873622 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:52.045316400 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:53.027842551 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:53.051130593 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:54.035912723 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:54.065714425 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:55.043718601 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:55.067152265 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:56.052048178 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:56.087770626 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:57.061238535 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:57.086710807 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:58.067890199 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:58.097997602 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:59.074816897 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:59.103687766 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:04:00.079855811 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:04:00.103901756 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
